order_id,date,product_id,product_name,category,qty,price,customer_id,city,channel
O22390,2023-06-24,P6175,Rice,Groceries,3,130.19,C91515,Quetta,In-Store
O22391,2023-05-04,P3086,Cooker,Kitchenware,1,130.38,C98375,Karachi,In-Store
O22392,2023-09-22,P8216,Charger,Electronics,2,132.14,C86076,Islamabad,In-Store
O22393,2023-10-18,P4383,Milk,Groceries,5,282.92,C27890,Peshawar,In-Store
O22394,2023-08-08,P4131,Sugar,Groceries,2,486.29,C29777,Karachi,Online
O22395,2023-12-23,P2210,Frying Pan,Kitchenware,3,239.11,C21177,Lahore,In-Store
O22396,2023-03-25,P7200,Puzzle,Toys,2,298.02,C31217,Multan,Online
O22397,2023-04-19,P4501,Smartphone,Electronics,5,466.83,C95637,Faisalabad,Online
O22398,2023-03-02,P5690,Doll,Toys,2,337.33,C13459,Karachi,In-Store
O22399,2023-03-23,P7461,Headphones,Electronics,4,309.06,C31013,Peshawar,In-Store
O22400,2023-06-02,P7063,Charger,Electronics,3,475.75,C11008,Multan,Online
O22401,2023-12-06,P9432,Shoes,Clothing,2,11.73,C81258,Quetta,In-Store
O22402,2023-06-22,P2475,Frying Pan,Kitchenware,1,300.62,C11317,Multan,In-Store
O22403,2023-01-10,P5085,Oil,Groceries,1,497.55,C34065,Faisalabad,In-Store
O22404,2023-07-15,P3424,Rice,Groceries,1,194.55,C59409,Islamabad,In-Store
O22405,2023-06-25,P5734,Laptop,Electronics,2,465.49,C36091,Faisalabad,Online
O22406,2023-09-26,P3904,Car,Toys,4,309.4,C30607,Quetta,In-Store
O22407,2023-01-01,P4288,Car,Toys,5,284.63,C51161,Multan,Online
O22408,2023-06-09,P8865,Frying Pan,Kitchenware,1,459.43,C28028,Karachi,In-Store
O22409,2023-08-03,P9453,Jacket,Clothing,4,415.68,C17774,Multan,In-Store
O22410,2023-04-22,P1068,Knife Set,Kitchenware,2,166.92,C46471,Lahore,Online
O22411,2023-05-09,P3076,Car,Toys,4,27.82,C92018,Islamabad,Online
O22412,2023-07-20,P8732,Rice,Groceries,3,213.52,C20567,Faisalabad,Online
O22413,2023-08-16,P6614,Frying Pan,Kitchenware,5,42.26,C11184,Quetta,In-Store
O22414,2023-02-07,P2431,Doll,Toys,5,180.62,C27892,Karachi,Online
O22415,2023-07-18,P1567,Milk,Groceries,1,410.3,C22431,Lahore,Online
O22416,2023-04-22,P8262,Hotpot,Kitchenware,5,271.92,C36932,Quetta,Online
O22417,2023-01-20,P1886,Puzzle,Toys,5,13.38,C68398,Karachi,Online
O22418,2023-07-11,P3373,Rice,Groceries,1,267.9,C89803,Islamabad,In-Store
O22419,2023-02-20,P3370,Smartphone,Electronics,4,232.19,C45296,Multan,In-Store
O22420,2023-12-29,P7961,Hotpot,Kitchenware,3,99.28,C20859,Faisalabad,In-Store
O22421,2023-05-15,P3419,Puzzle,Toys,3,378.58,C93024,Peshawar,Online
O22422,2023-10-23,P8133,Hotpot,Kitchenware,4,237.68,C32036,Lahore,Online
O22423,2023-03-21,P8208,Laptop,Electronics,1,485.8,C45245,Quetta,In-Store
O22424,2023-02-27,P4368,Hotpot,Kitchenware,3,383.66,C89888,Peshawar,In-Store
O22425,2023-10-30,P9910,Puzzle,Toys,2,424.38,C76503,Multan,Online
O22426,2023-06-17,P1977,Hotpot,Kitchenware,4,139.11,C36412,Multan,Online
O22427,2023-04-27,P2749,T-Shirt,Clothing,5,250.17,C87935,Peshawar,Online
O22428,2023-06-03,P6216,Oil,Groceries,3,464.1,C34276,Islamabad,In-Store
O22429,2023-12-20,P3721,T-Shirt,Clothing,5,446.97,C34304,Karachi,Online
O22430,2023-05-19,P5035,Charger,Electronics,4,90.23,C74455,Islamabad,Online
O22431,2023-06-11,P4146,Sugar,Groceries,2,239.48,C21290,Multan,Online
O22432,2023-08-22,P2921,Headphones,Electronics,5,448.34,C97627,Faisalabad,Online
O22433,2023-01-05,P6199,Cooker,Kitchenware,5,418.07,C80197,Faisalabad,Online
O22434,2023-07-06,P1567,Shoes,Clothing,5,481.45,C50863,Faisalabad,Online
O22435,2023-09-03,P8771,Car,Toys,5,83.05,C89626,Peshawar,Online
O22436,2023-08-15,P8216,Sugar,Groceries,1,181.19,C67769,Peshawar,In-Store
O22437,2023-12-11,P4142,Cooker,Kitchenware,3,52.99,C56380,Quetta,Online
O22438,2023-07-08,P1576,Jacket,Clothing,4,387.51,C89030,Faisalabad,Online
O22439,2023-03-16,P3911,Smartphone,Electronics,2,135.13,C31398,Quetta,Online
O22440,2023-12-07,P1877,Jeans,Clothing,4,417.37,C98945,Quetta,Online
O22441,2023-01-28,P5300,T-Shirt,Clothing,5,455.09,C15873,Quetta,Online
O22442,2023-01-07,P6484,Charger,Electronics,2,30.3,C27748,Faisalabad,In-Store
O22443,2023-02-13,P4332,Knife Set,Kitchenware,2,69.21,C29244,Quetta,In-Store
O22444,2023-03-24,P8188,Smartphone,Electronics,2,255.07,C40045,Lahore,In-Store
O22445,2023-04-14,P2520,Charger,Electronics,4,152.59,C52924,Quetta,In-Store
O22446,2023-02-24,P2111,Knife Set,Kitchenware,2,464.88,C12990,Faisalabad,Online
O22447,2023-09-14,P7894,Jacket,Clothing,5,453.3,C45748,Multan,Online
O22448,2023-01-21,P9844,Jeans,Clothing,3,253.45,C63463,Karachi,In-Store
O22449,2023-01-24,P8665,Hotpot,Kitchenware,1,242.59,C80997,Multan,Online
O22450,2023-12-10,P2013,Oil,Groceries,1,354.49,C56476,Peshawar,In-Store
O22451,2023-04-15,P7381,Smartphone,Electronics,2,389.13,C52726,Islamabad,In-Store
O22452,2023-12-15,P4991,Jeans,Clothing,5,33.87,C29668,Islamabad,In-Store
O22453,2023-03-15,P6846,Shoes,Clothing,3,155.71,C45581,Islamabad,In-Store
O22454,2023-05-27,P7682,Puzzle,Toys,5,257.22,C38340,Peshawar,Online
O22455,2023-05-02,P6325,Rice,Groceries,2,356.06,C47603,Karachi,Online
O22456,2023-01-09,P7862,Rice,Groceries,3,76.24,C77447,Karachi,Online
O22457,2023-01-28,P8844,Car,Toys,1,394.57,C49377,Faisalabad,In-Store
O22458,2023-02-11,P2985,Rice,Groceries,1,270.57,C83466,Quetta,In-Store
O22459,2023-10-17,P2331,Rice,Groceries,4,460.62,C55865,Faisalabad,In-Store
O22460,2023-04-04,P9544,Car,Toys,1,88.31,C80892,Multan,Online
O22461,2023-04-01,P8362,Frying Pan,Kitchenware,4,100.73,C89480,Faisalabad,In-Store
O22462,2023-10-01,P9782,T-Shirt,Clothing,1,81.75,C89972,Quetta,Online
O22463,2023-01-17,P4175,T-Shirt,Clothing,4,453.97,C17237,Peshawar,In-Store
O22464,2023-07-23,P6808,Cooker,Kitchenware,5,463.18,C10619,Peshawar,Online
O22465,2023-06-19,P3594,Charger,Electronics,5,210.65,C62455,Multan,Online
O22466,2023-11-25,P9534,Car,Toys,3,84.36,C77120,Karachi,Online
O22467,2023-01-19,P2244,Ball,Toys,3,378.59,C50959,Peshawar,In-Store
O22468,2023-03-31,P7149,Oil,Groceries,5,135.86,C44365,Peshawar,Online
O22469,2023-02-11,P4777,T-Shirt,Clothing,4,365.94,C47624,Lahore,Online
O22470,2023-06-20,P6448,Knife Set,Kitchenware,4,325.73,C22285,Karachi,In-Store
O22471,2023-07-15,P8303,Oil,Groceries,5,484.6,C40649,Peshawar,Online
O22472,2023-09-19,P7520,Shoes,Clothing,3,409.46,C91701,Karachi,Online
O22473,2023-01-16,P6661,Ball,Toys,2,440.96,C54605,Multan,In-Store
O22474,2023-07-19,P8242,Cooker,Kitchenware,5,252.79,C27341,Faisalabad,Online
O22475,2023-03-24,P5599,Car,Toys,5,447.38,C16488,Quetta,Online
O22476,2023-03-27,P4345,Cooker,Kitchenware,4,96.14,C78808,Faisalabad,Online
O22477,2023-02-22,P2969,Hotpot,Kitchenware,3,377.19,C73676,Peshawar,Online
O22478,2023-02-03,P1149,Frying Pan,Kitchenware,5,126.47,C24459,Islamabad,In-Store
O22479,2023-06-05,P1936,T-Shirt,Clothing,2,424.38,C71368,Lahore,In-Store
O22480,2023-04-05,P5198,Sugar,Groceries,5,410.39,C18027,Quetta,Online
O22481,2023-01-26,P6136,Shoes,Clothing,3,46.09,C94286,Islamabad,Online
O22482,2023-02-22,P7361,Rice,Groceries,3,360.04,C63631,Quetta,Online
O22483,2023-12-14,P7588,T-Shirt,Clothing,2,269.0,C83709,Quetta,Online
O22484,2023-08-20,P4082,Car,Toys,3,214.53,C52987,Lahore,In-Store
O22485,2023-06-29,P5958,Car,Toys,1,5.28,C90953,Multan,In-Store
O22486,2023-11-10,P7077,Cooker,Kitchenware,1,333.51,C80105,Quetta,In-Store
O22487,2023-10-17,P8186,T-Shirt,Clothing,2,119.43,C40650,Lahore,In-Store
O22488,2023-02-16,P9090,Shoes,Clothing,3,458.55,C55154,Karachi,Online
O22489,2023-09-05,P1420,Milk,Groceries,1,440.15,C84349,Peshawar,Online
O22490,2023-12-19,P2618,Car,Toys,4,198.0,C31765,Quetta,Online
O22491,2023-10-20,P2749,Sugar,Groceries,4,70.47,C81736,Karachi,Online
O22492,2023-10-02,P9903,Car,Toys,1,494.78,C70144,Islamabad,In-Store
O22493,2023-05-29,P3363,Car,Toys,2,460.46,C21628,Quetta,In-Store
O22494,2023-06-04,P5995,T-Shirt,Clothing,1,370.81,C56717,Peshawar,Online
O22495,2023-09-20,P8471,Jacket,Clothing,1,166.48,C86038,Faisalabad,In-Store
O22496,2023-04-22,P6084,Jeans,Clothing,3,197.1,C28479,Peshawar,In-Store
O22497,2023-02-13,P1774,Cooker,Kitchenware,4,447.45,C36174,Lahore,Online
O22498,2023-11-20,P6287,Oil,Groceries,1,110.17,C45977,Faisalabad,In-Store
O22499,2023-10-15,P8018,Headphones,Electronics,1,366.08,C24550,Karachi,Online
O22500,2023-05-13,P8009,Laptop,Electronics,1,374.58,C98031,Quetta,In-Store
O22501,2023-12-12,P4120,Hotpot,Kitchenware,5,153.95,C60961,Peshawar,Online
O22502,2023-09-09,P3352,Oil,Groceries,2,451.52,C65200,Lahore,In-Store
O22503,2023-07-06,P5221,Ball,Toys,5,314.61,C25934,Multan,Online
O22504,2023-09-11,P5511,Frying Pan,Kitchenware,5,143.9,C82302,Faisalabad,Online
O22505,2023-09-26,P8003,Laptop,Electronics,2,325.84,C44610,Quetta,Online
O22506,2023-09-16,P7244,Shoes,Clothing,3,457.8,C59686,Islamabad,Online
O22507,2023-09-13,P7565,Laptop,Electronics,2,315.18,C91921,Quetta,Online
O22508,2023-05-08,P8776,Car,Toys,1,403.38,C33601,Faisalabad,In-Store
O22509,2023-08-04,P8170,Oil,Groceries,5,84.06,C21743,Faisalabad,In-Store
O22510,2023-05-30,P9925,Oil,Groceries,3,37.84,C23244,Peshawar,Online
O22511,2023-02-17,P9433,Puzzle,Toys,4,477.24,C69907,Peshawar,In-Store
O22512,2023-03-28,P7224,Sugar,Groceries,4,373.64,C90742,Peshawar,In-Store
O22513,2023-04-06,P8662,Puzzle,Toys,5,296.44,C49108,Multan,In-Store
O22514,2023-09-10,P1744,Shoes,Clothing,4,417.28,C20890,Karachi,In-Store
O22515,2023-09-16,P3593,Jacket,Clothing,1,464.57,C21334,Faisalabad,In-Store
O22516,2023-06-07,P8402,Frying Pan,Kitchenware,1,499.0,C50266,Karachi,In-Store
O22517,2023-01-04,P5647,Jacket,Clothing,5,450.67,C20442,Faisalabad,In-Store
O22518,2023-04-11,P1248,Knife Set,Kitchenware,1,400.95,C19788,Karachi,Online
O22519,2023-07-31,P6897,Sugar,Groceries,4,255.77,C72667,Quetta,In-Store
O22520,2023-09-04,P3559,Doll,Toys,1,115.12,C71203,Peshawar,In-Store
O22521,2023-02-25,P2578,Charger,Electronics,3,138.55,C68573,Multan,In-Store
O22522,2023-04-19,P4627,Milk,Groceries,3,34.22,C17391,Islamabad,In-Store
O22523,2023-08-26,P5611,Hotpot,Kitchenware,1,499.92,C55777,Lahore,In-Store
O22524,2023-08-05,P2144,Oil,Groceries,4,104.91,C76220,Quetta,Online
O22525,2023-10-27,P3231,Hotpot,Kitchenware,1,275.63,C84749,Faisalabad,In-Store
O22526,2023-04-08,P8599,Cooker,Kitchenware,5,400.88,C10823,Faisalabad,In-Store
O22527,2023-05-06,P9478,Oil,Groceries,1,280.69,C82364,Islamabad,In-Store
O22528,2023-04-01,P8532,T-Shirt,Clothing,5,265.05,C83217,Peshawar,In-Store
O22529,2023-05-11,P3580,Smartphone,Electronics,5,189.25,C39179,Faisalabad,In-Store
O22530,2023-11-23,P4381,Frying Pan,Kitchenware,2,406.11,C69972,Faisalabad,In-Store
O22531,2023-04-07,P1323,Milk,Groceries,4,494.54,C52257,Faisalabad,Online
O22532,2023-02-23,P8117,Knife Set,Kitchenware,5,486.84,C24720,Faisalabad,In-Store
O22533,2023-01-22,P6876,Cooker,Kitchenware,5,419.62,C57812,Islamabad,In-Store
O22534,2023-04-17,P2823,Milk,Groceries,2,52.6,C29492,Islamabad,In-Store
O22535,2023-11-22,P7358,T-Shirt,Clothing,5,113.42,C26655,Multan,Online
O22536,2023-05-20,P7026,Ball,Toys,4,182.67,C88450,Islamabad,Online
O22537,2023-02-07,P7817,Smartphone,Electronics,5,389.47,C23578,Karachi,In-Store
O22538,2023-08-16,P2803,Sugar,Groceries,2,427.6,C97852,Faisalabad,In-Store
O22539,2023-06-18,P6074,Cooker,Kitchenware,3,440.35,C33594,Peshawar,Online
O22540,2023-06-12,P5263,Smartphone,Electronics,2,305.16,C69347,Peshawar,In-Store
O22541,2023-06-17,P8680,Car,Toys,2,472.83,C98184,Islamabad,Online
O22542,2023-06-24,P9361,Ball,Toys,2,328.25,C76139,Faisalabad,In-Store
O22543,2023-02-12,P9141,Jeans,Clothing,1,24.66,C13020,Quetta,Online
O22544,2023-06-13,P7381,Ball,Toys,3,390.16,C17390,Quetta,Online
O22545,2023-03-20,P7890,Smartphone,Electronics,2,37.86,C88645,Lahore,In-Store
O22546,2023-05-20,P4704,Doll,Toys,2,86.73,C80030,Peshawar,Online
O22547,2023-10-09,P2624,T-Shirt,Clothing,5,246.23,C47835,Quetta,Online
O22548,2023-06-27,P1968,Jeans,Clothing,3,416.54,C60509,Karachi,In-Store
O22549,2023-06-12,P4200,Oil,Groceries,4,379.24,C15356,Faisalabad,Online
O22550,2023-10-25,P6573,Rice,Groceries,1,10.76,C69091,Peshawar,In-Store
O22551,2023-01-19,P6139,Frying Pan,Kitchenware,2,135.25,C25870,Lahore,Online
O22552,2023-05-05,P7960,Oil,Groceries,4,105.53,C49602,Karachi,Online
O22553,2023-01-26,P1808,Charger,Electronics,3,397.21,C32529,Islamabad,Online
O22554,2023-10-15,P6377,Charger,Electronics,5,220.34,C76616,Karachi,Online
O22555,2023-01-26,P3912,Jacket,Clothing,5,391.75,C68937,Lahore,In-Store
O22556,2023-01-01,P9182,Jacket,Clothing,5,422.18,C65213,Quetta,Online
O22557,2023-08-31,P4289,Headphones,Electronics,3,362.3,C87790,Faisalabad,Online
O22558,2023-02-20,P4165,Doll,Toys,4,220.18,C22142,Karachi,Online
O22559,2023-07-02,P4612,Puzzle,Toys,3,132.6,C83146,Peshawar,Online
O22560,2023-11-10,P1295,Hotpot,Kitchenware,4,493.87,C69003,Karachi,In-Store
O22561,2023-04-07,P6624,Jacket,Clothing,5,452.26,C86648,Multan,Online
O22562,2023-10-06,P4668,Shoes,Clothing,1,319.71,C42709,Faisalabad,In-Store
O22563,2023-06-14,P5478,Sugar,Groceries,1,330.83,C70417,Lahore,Online
O22564,2023-03-23,P6649,Laptop,Electronics,2,481.65,C36364,Peshawar,In-Store
O22565,2023-09-11,P7613,Shoes,Clothing,1,127.93,C24952,Islamabad,In-Store
O22566,2023-02-05,P5247,T-Shirt,Clothing,4,48.16,C79278,Karachi,In-Store
O22567,2023-12-14,P1887,Charger,Electronics,4,406.36,C35210,Islamabad,In-Store
O22568,2023-03-15,P4521,Milk,Groceries,2,12.25,C34603,Islamabad,In-Store
O22569,2023-06-02,P8952,Jacket,Clothing,3,475.36,C77129,Faisalabad,Online
O22570,2023-07-25,P2677,Sugar,Groceries,2,80.59,C86302,Multan,In-Store
O22571,2023-04-10,P5577,Jeans,Clothing,4,463.56,C79934,Islamabad,In-Store
O22572,2023-09-08,P1532,Shoes,Clothing,3,457.85,C72534,Islamabad,Online
O22573,2023-02-14,P4675,Laptop,Electronics,1,476.74,C93851,Multan,Online
O22574,2023-08-29,P4767,Rice,Groceries,2,344.68,C52395,Peshawar,Online
O22575,2023-02-08,P7138,Rice,Groceries,5,229.97,C27033,Lahore,Online
O22576,2023-12-24,P2682,Frying Pan,Kitchenware,3,360.09,C18837,Multan,In-Store
O22577,2023-02-08,P2931,Jacket,Clothing,3,21.24,C52582,Islamabad,Online
O22578,2023-02-07,P1437,Hotpot,Kitchenware,5,421.54,C45166,Lahore,In-Store
O22579,2023-04-02,P6764,T-Shirt,Clothing,3,394.52,C25050,Lahore,In-Store
O22580,2023-03-19,P3868,Frying Pan,Kitchenware,4,392.62,C37212,Karachi,Online
O22581,2023-05-13,P1488,Headphones,Electronics,4,441.26,C96098,Karachi,In-Store
O22582,2023-03-03,P7098,Sugar,Groceries,2,94.61,C85395,Faisalabad,In-Store
O22583,2023-09-03,P4612,Headphones,Electronics,4,18.9,C83055,Islamabad,In-Store
O22584,2023-05-02,P6681,Oil,Groceries,2,285.22,C35101,Faisalabad,Online
O22585,2023-09-12,P5619,Doll,Toys,2,314.31,C71632,Faisalabad,Online
O22586,2023-03-09,P2738,Hotpot,Kitchenware,2,112.82,C36541,Quetta,Online
O22587,2023-02-06,P8518,Sugar,Groceries,5,385.21,C91023,Karachi,In-Store
O22588,2023-09-17,P9906,Frying Pan,Kitchenware,3,408.55,C81916,Islamabad,In-Store
O22589,2023-09-08,P1518,Jeans,Clothing,4,10.42,C77520,Quetta,Online
O22590,2023-06-13,P2217,Shoes,Clothing,3,89.48,C10717,Quetta,Online
O22591,2023-09-08,P7881,Headphones,Electronics,4,458.3,C40358,Peshawar,In-Store
O22592,2023-06-23,P8380,Puzzle,Toys,2,420.98,C65096,Lahore,Online
O22593,2023-06-07,P3040,Jeans,Clothing,1,225.57,C30663,Quetta,In-Store
O22594,2023-02-24,P3779,Hotpot,Kitchenware,2,438.13,C51526,Karachi,Online
O22595,2023-10-01,P2777,Oil,Groceries,3,135.45,C70284,Islamabad,Online
O22596,2023-03-23,P4731,Doll,Toys,4,193.7,C28061,Quetta,In-Store
O22597,2023-02-18,P6034,Smartphone,Electronics,1,28.51,C84612,Islamabad,Online
O22598,2023-11-01,P3356,Oil,Groceries,4,369.79,C42260,Quetta,Online
O22599,2023-06-06,P2598,Milk,Groceries,1,222.78,C51584,Multan,Online
O22600,2023-08-12,P2408,Smartphone,Electronics,4,112.73,C89725,Lahore,In-Store
O22601,2023-11-12,P2660,Car,Toys,1,408.96,C19260,Multan,In-Store
O22602,2023-10-02,P6291,Cooker,Kitchenware,5,424.68,C60658,Quetta,In-Store
O22603,2023-01-09,P2324,T-Shirt,Clothing,3,210.39,C69323,Peshawar,Online
O22604,2023-03-09,P7045,Smartphone,Electronics,1,221.35,C72306,Lahore,In-Store
O22605,2023-01-02,P7324,Laptop,Electronics,3,277.28,C98817,Peshawar,Online
O22606,2023-03-17,P8208,Charger,Electronics,4,195.11,C40007,Multan,In-Store
O22607,2023-12-31,P2875,Headphones,Electronics,4,55.15,C15047,Lahore,In-Store
O22608,2023-03-27,P3606,Rice,Groceries,4,202.68,C65517,Faisalabad,Online
O22609,2023-01-17,P6411,Oil,Groceries,1,41.82,C10337,Faisalabad,Online
O22610,2023-01-15,P2464,Oil,Groceries,1,62.48,C45586,Lahore,Online
O22611,2023-04-08,P5777,Milk,Groceries,3,403.05,C59773,Lahore,Online
O22612,2023-03-05,P1794,Frying Pan,Kitchenware,4,149.25,C87957,Quetta,Online
O22613,2023-12-31,P9048,Oil,Groceries,1,410.57,C16516,Peshawar,Online
O22614,2023-12-11,P1538,Oil,Groceries,1,489.05,C76315,Peshawar,Online
O22615,2023-08-06,P1852,Puzzle,Toys,5,105.64,C73365,Peshawar,In-Store
O22616,2023-05-09,P4352,Frying Pan,Kitchenware,1,423.54,C93308,Quetta,In-Store
O22617,2023-12-09,P6953,Shoes,Clothing,1,356.25,C16447,Multan,Online
O22618,2023-12-14,P7656,Rice,Groceries,3,476.58,C63648,Multan,In-Store
O22619,2023-03-21,P5024,Laptop,Electronics,1,499.53,C86594,Lahore,In-Store
O22620,2023-02-13,P3636,Jacket,Clothing,2,459.49,C80221,Lahore,In-Store
O22621,2023-05-30,P9894,Ball,Toys,2,293.6,C51288,Quetta,Online
O22622,2023-09-23,P9763,Shoes,Clothing,3,231.43,C56961,Islamabad,Online
O22623,2023-09-22,P1596,Oil,Groceries,2,142.0,C89153,Karachi,In-Store
O22624,2023-08-16,P8378,T-Shirt,Clothing,3,136.54,C86619,Faisalabad,In-Store
O22625,2023-10-26,P5946,Jeans,Clothing,5,390.39,C13501,Lahore,Online
O22626,2023-09-17,P9721,Smartphone,Electronics,3,214.4,C30178,Lahore,In-Store
O22627,2023-10-09,P6378,Oil,Groceries,4,402.76,C45510,Islamabad,In-Store
O22628,2023-08-03,P9754,Smartphone,Electronics,5,198.69,C78738,Islamabad,In-Store
O22629,2023-08-08,P7105,T-Shirt,Clothing,1,380.31,C87415,Lahore,In-Store
O22630,2023-10-20,P7905,Charger,Electronics,3,143.71,C62621,Karachi,Online
O22631,2023-11-02,P4627,Jeans,Clothing,3,209.46,C84157,Multan,In-Store
O22632,2023-09-20,P6687,Knife Set,Kitchenware,1,336.48,C22195,Islamabad,In-Store
O22633,2023-04-21,P4081,Frying Pan,Kitchenware,3,98.37,C75710,Faisalabad,In-Store
O22634,2023-05-12,P7236,Ball,Toys,2,352.2,C51952,Faisalabad,In-Store
O22635,2023-08-26,P1685,Car,Toys,1,76.95,C18093,Multan,Online
O22636,2023-01-13,P2851,Ball,Toys,2,392.65,C95972,Karachi,Online
O22637,2023-05-03,P8697,Smartphone,Electronics,5,96.52,C42602,Multan,Online
O22638,2023-03-21,P8625,Milk,Groceries,2,140.2,C95495,Karachi,Online
O22639,2023-01-02,P7402,Knife Set,Kitchenware,5,8.46,C65473,Islamabad,In-Store
O22640,2023-06-30,P9559,Doll,Toys,5,244.57,C80427,Islamabad,Online
O22641,2023-01-23,P9037,Frying Pan,Kitchenware,2,493.72,C18907,Karachi,In-Store
O22642,2023-09-12,P7132,Oil,Groceries,5,93.21,C38632,Lahore,In-Store
O22643,2023-05-11,P5686,Puzzle,Toys,5,5.89,C59667,Quetta,In-Store
O22644,2023-09-16,P2292,Knife Set,Kitchenware,3,303.73,C49336,Multan,Online
O22645,2023-09-28,P1762,Smartphone,Electronics,2,111.2,C63184,Islamabad,In-Store
O22646,2023-07-24,P6230,Shoes,Clothing,1,434.42,C90357,Multan,Online
O22647,2023-03-04,P3866,Puzzle,Toys,2,343.56,C23309,Islamabad,In-Store
O22648,2023-10-15,P7000,Rice,Groceries,2,244.79,C32146,Karachi,Online
O22649,2023-04-26,P5881,Cooker,Kitchenware,5,238.97,C24009,Peshawar,Online
O22650,2023-01-31,P9438,Shoes,Clothing,3,253.06,C92144,Lahore,In-Store
O22651,2023-08-19,P7687,Knife Set,Kitchenware,3,144.47,C97288,Multan,Online
O22652,2023-08-15,P7107,Laptop,Electronics,4,411.43,C69169,Quetta,In-Store
O22653,2023-11-06,P6014,Sugar,Groceries,1,364.86,C18703,Karachi,Online
O22654,2023-08-05,P8254,T-Shirt,Clothing,5,115.62,C57573,Peshawar,Online
O22655,2023-01-15,P6204,Puzzle,Toys,1,389.48,C73582,Islamabad,Online
O22656,2023-03-04,P7451,Jeans,Clothing,4,38.97,C38136,Multan,In-Store
O22657,2023-01-30,P9417,Car,Toys,2,358.59,C91616,Multan,In-Store
O22658,2023-07-31,P6737,Headphones,Electronics,3,481.11,C21860,Lahore,In-Store
O22659,2023-09-25,P4121,Jacket,Clothing,4,308.85,C17044,Multan,In-Store
O22660,2023-07-06,P2657,Oil,Groceries,3,330.49,C66248,Peshawar,Online
O22661,2023-11-19,P5526,Jacket,Clothing,5,331.22,C43632,Karachi,In-Store
O22662,2023-07-30,P4464,Jacket,Clothing,3,25.32,C43966,Lahore,Online
O22663,2023-02-07,P3691,Headphones,Electronics,2,273.12,C53497,Quetta,In-Store
O22664,2023-02-01,P7109,Headphones,Electronics,1,226.23,C55241,Multan,In-Store
O22665,2023-05-27,P6791,Ball,Toys,2,15.56,C60670,Quetta,Online
O22666,2023-02-01,P2837,Puzzle,Toys,1,157.04,C50925,Karachi,Online
O22667,2023-02-09,P3346,Puzzle,Toys,5,283.17,C73254,Peshawar,In-Store
O22668,2023-11-26,P6589,Puzzle,Toys,1,381.93,C23436,Islamabad,Online
O22669,2023-11-16,P8986,Sugar,Groceries,3,88.93,C34874,Peshawar,Online
O22670,2023-11-13,P5348,Milk,Groceries,3,424.93,C59747,Faisalabad,In-Store
O22671,2023-11-25,P4109,Milk,Groceries,4,140.94,C49933,Karachi,In-Store
O22672,2023-03-11,P6594,Smartphone,Electronics,1,266.74,C45477,Multan,In-Store
O22673,2023-01-19,P3265,Sugar,Groceries,2,498.36,C76037,Faisalabad,In-Store
O22674,2023-11-05,P3096,Puzzle,Toys,1,36.17,C14013,Quetta,Online
O22675,2023-06-28,P2913,Cooker,Kitchenware,5,468.54,C81312,Peshawar,In-Store
O22676,2023-03-06,P1525,Rice,Groceries,5,470.2,C56011,Lahore,Online
O22677,2023-09-30,P1979,Jacket,Clothing,2,378.41,C29893,Islamabad,Online
O22678,2023-09-21,P1880,Smartphone,Electronics,4,421.6,C63041,Multan,In-Store
O22679,2023-11-07,P8813,Headphones,Electronics,4,9.54,C86220,Quetta,Online
O22680,2023-06-15,P5816,Ball,Toys,4,474.71,C96639,Islamabad,In-Store
O22681,2023-12-23,P3928,Rice,Groceries,3,68.22,C52843,Karachi,In-Store
O22682,2023-02-04,P4844,Cooker,Kitchenware,3,248.78,C44756,Islamabad,In-Store
O22683,2023-03-06,P2839,Smartphone,Electronics,5,262.99,C79484,Karachi,In-Store
O22684,2023-07-11,P6379,Charger,Electronics,5,312.25,C12021,Karachi,In-Store
O22685,2023-02-06,P4985,Puzzle,Toys,4,238.74,C87213,Quetta,Online
O22686,2023-09-19,P3178,Car,Toys,1,328.6,C67265,Multan,Online
O22687,2023-07-23,P3729,Doll,Toys,4,82.26,C49023,Peshawar,Online
O22688,2023-11-20,P3303,Cooker,Kitchenware,3,408.32,C74048,Multan,In-Store
O22689,2023-10-26,P2321,Rice,Groceries,2,383.5,C46170,Islamabad,Online
O22690,2023-07-02,P8424,Hotpot,Kitchenware,1,220.91,C89796,Karachi,In-Store
O22691,2023-06-30,P3744,Hotpot,Kitchenware,2,388.03,C45664,Lahore,In-Store
O22692,2023-10-20,P6146,Hotpot,Kitchenware,1,313.03,C69926,Lahore,Online
O22693,2023-08-01,P6943,Car,Toys,1,165.47,C92702,Lahore,In-Store
O22694,2023-12-07,P6773,Charger,Electronics,1,78.7,C15233,Lahore,In-Store
O22695,2023-09-24,P1852,Puzzle,Toys,3,106.67,C38094,Quetta,Online
O22696,2023-02-15,P1514,Smartphone,Electronics,3,418.57,C92647,Multan,Online
O22697,2023-08-31,P3377,Headphones,Electronics,3,25.05,C79191,Lahore,In-Store
O22698,2023-10-27,P3144,Rice,Groceries,3,135.12,C49868,Islamabad,Online
O22699,2023-05-28,P1786,Smartphone,Electronics,2,455.4,C92052,Peshawar,In-Store
O22700,2023-11-18,P5616,Milk,Groceries,3,459.52,C54040,Karachi,Online
O22701,2023-08-04,P8014,Hotpot,Kitchenware,5,415.77,C42331,Lahore,Online
